Winter,67.3,99,4.92,3.4,3.07,6.16,69.43,0.83,2016-01-01T01:00:00+00:00
Winter,20.2,99,4.62,1.7,2.69,9.61,69.43,6.54,2016-01-01T01:30:00+00:00
Winter,91.5,96,0.54,0.2,3.11,1.61,69.43,7.31,2016-01-01T03:30:00+00:00
Winter,102.2,94,7.67,2.7,1.23,9.9,69.43,0.15,2016-01-01T04:25:00+00:00
Winter,80.5,90,1.32,0.5,2.5,5.21,0,4.48,2016-01-01T08:55:00+00:00
Winter,83.8,91,0.17,3.2,1.63,7.12,0,4.5,2016-01-01T09:05:00+00:00
Winter,58.5,94,6.63,1.6,3.4,6.38,0,2.34,2016-01-01T11:55:00+00:00
Winter,33.8,52,9.32,0.4,0.15,8.32,0,2.91,2016-01-01T17:25:00+00:00
Winter,57.4,60,5.04,2.5,1.04,8.03,0,4.72,2016-01-01T17:55:00+00:00
Winter,86.9,58,7.18,1.5,3.06,5.34,0,1.88,2016-01-01T18:00:00+00:00
Winter,45.2,54,9.35,0.1,1.34,9.56,0,4.47,2016-01-01T20:00:00+00:00
Winter,11.5,68,2.53,3.1,0.09,1.81,0,5.03,2016-01-01T21:30:00+00:00
Winter,86.1,88,1.95,1.2,0.49,3.76,0,2.29,2016-01-02T01:05:00+00:00
Winter,15.2,96,3.5,2.9,0.44,2.24,0,2.5,2016-01-02T02:55:00+00:00
Winter,52.7,96,6.16,1.4,3.73,6.68,0,1.43,2016-01-02T04:55:00+00:00
Winter,22.6,87,3.76,4.6,0.78,2.62,0,3.08,2016-01-02T08:25:00+00:00
Winter,77.3,94,0.15,3.5,1.1,6.27,0,1.25,2016-01-02T09:55:00+00:00
Winter,85.2,94,6.45,3.8,0.01,9.03,0,7.57,2016-01-02T10:25:00+00:00
Winter,21.9,93,4,3.3,0.57,8.48,0,5.5,2016-01-02T10:55:00+00:00
Winter,54.9,92,3.32,5.4,2.21,5.59,0,7.56,2016-01-02T11:55:00+00:00
Winter,66,92,5.23,1.5,1.27,5.82,0,6.74,2016-01-02T12:00:00+00:00
Winter,50.3,81,2.6,2.2,1.22,4.8,0,3.55,2016-01-02T14:25:00+00:00
Winter,73.4,73,1.91,5.7,0.79,8.29,0,0.77,2016-01-02T15:05:00+00:00
Winter,99.3,69,6.84,2.9,3.61,3.38,0,4.17,2016-01-02T16:05:00+00:00
Winter,51.8,68,1.95,0.8,0.16,1,0,3.92,2016-01-02T19:30:00+00:00
Winter,22.9,68,9.26,3.3,3.21,3.9,0,1.79,2016-01-02T20:05:00+00:00
Winter,29.4,70,5.32,3.1,1.08,2.16,0,6.21,2016-01-02T20:25:00+00:00
Winter,97.9,72,2.87,1.5,1.94,5.31,0,6.66,2016-01-02T21:05:00+00:00
Winter,29.8,77,5.05,5.6,3.53,1.16,0,4.17,2016-01-02T21:55:00+00:00
Winter,24.3,82,9.86,5.4,3.82,4.75,0,2.52,2016-01-02T23:25:00+00:00
Winter,28.9,83,5.55,4.2,1.67,9.79,0,3.51,2016-01-02T23:35:00+00:00
Winter,107,80,8.44,4,2.53,9.95,0,7.23,2016-01-03T00:00:00+00:00
Winter,75.2,90,7.14,5.8,2.07,4.72,0,4.61,2016-01-03T01:30:00+00:00
Winter,86.6,89,2.04,2.3,0.21,1.05,0,1.53,2016-01-03T02:20:00+00:00
Winter,106.1,99,3.45,0.6,0.8,8.04,0.04,6.68,2016-01-03T05:25:00+00:00
Winter,29.1,99,7.39,5.1,2.16,3.42,0.04,0.37,2016-01-03T05:31:00+00:00
Winter,92.2,99,9.46,1.4,1.95,4.71,0.06,4.63,2016-01-03T05:56:00+00:00
Winter,90,99,8.21,1.4,3.9,6.22,0.07,0.07,2016-01-03T06:35:00+00:00
Winter,20.2,99,2.27,3.1,0.28,8.21,0.09,4.82,2016-01-03T07:05:00+00:00
Winter,13.8,99,1.38,4.1,0.13,4.44,0.09,5.18,2016-01-03T07:35:00+00:00
Winter,35.2,99,5.65,1.3,3.46,4.69,0.11,6.75,2016-01-03T09:00:00+00:00
Winter,55.4,99,3.38,4.6,1.67,8.84,0.24,3.98,2016-01-03T14:05:00+00:00
Winter,47.6,99,1.17,1.9,3.65,1.49,0.24,6.17,2016-01-03T14:25:00+00:00
Winter,108.6,97,8.1,3,1.47,2.22,0.24,7.52,2016-01-03T16:05:00+00:00
Winter,80.4,98,6.71,2.9,3.31,0.11,0.24,3.59,2016-01-03T16:25:00+00:00
Winter,74.2,93,7.82,3.8,3.62,6.73,0.24,6.81,2016-01-03T18:55:00+00:00
Winter,15.5,91,6.38,3.4,1.93,1.07,0.24,3.7,2016-01-03T20:00:00+00:00
Winter,32,99,0.21,5.6,3.99,5.39,0.24,0.99,2016-01-03T22:35:00+00:00
Winter,26.2,99,9.85,2,2.65,8.55,0.24,0.69,2016-01-04T00:55:00+00:00
Winter,58.8,99,6.43,3.3,0.08,3.39,0.24,0.95,2016-01-04T02:55:00+00:00
Winter,61.5,99,3.28,3.4,2.35,8.19,0.24,3.84,2016-01-04T04:55:00+00:00
Winter,48.7,99,6.86,5.4,0.37,8.92,0.24,5.4,2016-01-04T06:35:00+00:00
Winter,56,99,6.58,5.9,2.88,5.44,0.24,3.53,2016-01-04T07:05:00+00:00
Winter,12.8,99,9,1.7,0.47,8.88,0.25,1.05,2016-01-04T08:55:00+00:00
Winter,54.1,99,8.84,5,3.24,4.99,0.25,0.81,2016-01-04T09:20:00+00:00
Winter,58.9,99,6.09,2.9,0.28,1.24,0.25,5.22,2016-01-04T09:55:00+00:00
Winter,105,99,7.76,3.9,3.64,3.73,0.25,5.24,2016-01-04T10:25:00+00:00
Winter,50.7,99,3.86,2.6,1.08,0.61,0.26,0.16,2016-01-04T10:55:00+00:00
Winter,30.1,99,3.95,1.4,0.04,6.19,0.27,2.67,2016-01-04T12:31:00+00:00
Winter,71.3,99,0.38,2.6,2.33,7.52,0.28,6.72,2016-01-04T13:00:00+00:00
Winter,109.9,99,7.88,3.2,0.83,9.78,0.33,5.83,2016-01-04T14:35:00+00:00
Winter,89.3,99,8.72,3.6,0.97,0.97,0.37,5.1,2016-01-04T15:05:00+00:00
Winter,43.8,99,1.42,3.2,2.53,4.09,0.44,6.78,2016-01-04T17:05:00+00:00
Winter,29,99,8.75,5.7,0.66,8.75,0.5,5.02,2016-01-04T17:55:00+00:00
Winter,79.9,99,9.01,5.1,0.09,6.07,0.51,5.12,2016-01-04T18:25:00+00:00
Winter,14.1,99,9.7,5.2,3.64,5.14,0.65,4.55,2016-01-04T21:05:00+00:00
Winter,37.5,99,5.61,0.6,0.77,6.42,0.69,4.36,2016-01-04T23:55:00+00:00
Winter,24.5,99,3.39,5.1,1.34,3.29,0.69,7.58,2016-01-05T00:00:00+00:00
Winter,30.2,99,2.13,0.9,1.5,0.2,0.69,7.07,2016-01-05T02:00:00+00:00
Winter,72,99,6.15,1.9,2.05,1.66,0.69,3.35,2016-01-05T02:55:00+00:00
Winter,36.1,99,5.31,0.5,1.01,3.94,0.7,3.65,2016-01-05T03:00:00+00:00
Winter,20.6,99,5.48,2.2,3.55,4.02,0.7,3.93,2016-01-05T06:05:00+00:00
Winter,53.8,89,6.45,1.4,1.65,9.39,0.7,0,2016-01-05T06:55:00+00:00
Winter,55.7,83,0.65,3.2,3.7,6.47,0.7,6.62,2016-01-05T07:05:00+00:00
Winter,58.6,77,9.27,0.3,1.36,5.05,0.7,7.27,2016-01-05T07:35:00+00:00
Winter,62.6,76,3.02,1.9,2.65,3.18,0.7,0.45,2016-01-05T08:05:00+00:00
Winter,13.5,79,1.35,3,1.47,3.11,0.7,2.21,2016-01-05T08:35:00+00:00
Winter,90.4,80,0.05,4.9,3.71,3.92,0.7,2.03,2016-01-05T09:55:00+00:00
Winter,29.6,61,4.3,0.6,0.99,4.4,0.7,1.27,2016-01-05T16:25:00+00:00
Winter,51.1,52,6.68,2.3,2.94,6.56,0.7,5.31,2016-01-05T16:55:00+00:00
Winter,59,47,9.79,1.5,0.85,3.35,0.7,4.59,2016-01-05T17:25:00+00:00
Winter,38.2,47,7.53,0.9,2.1,3.49,0.7,0.26,2016-01-05T17:30:00+00:00
Winter,38.5,46,8.13,0.9,1.44,3.21,0.7,6.51,2016-01-05T19:25:00+00:00
Winter,52.5,55,4.53,4.8,0.49,6.79,0.7,3.53,2016-01-06T00:55:00+00:00
Winter,13.9,58,6.37,4.5,1.43,0.39,0.7,4.42,2016-01-06T01:25:00+00:00
Winter,76.6,58,3.75,4.4,1.89,2.48,0.7,7.86,2016-01-06T02:35:00+00:00
Winter,105.5,74,7.62,2.5,2.71,6.38,0.7,5.96,2016-01-06T04:25:00+00:00
Winter,49.3,69,2.09,1.1,0.77,2.5,0.7,2.7,2016-01-06T04:30:00+00:00
Winter,20.8,76,5.08,1.5,1.99,7.43,0.7,7.55,2016-01-06T07:00:00+00:00
Winter,93.5,85,9.39,0.8,3.98,4.89,0.7,4.58,2016-01-06T08:00:00+00:00
Winter,71.5,93,3.33,3.9,1.13,4.39,0.7,3.64,2016-01-06T09:55:00+00:00
Winter,107,92,6.57,2,1.16,7.38,0.7,0.81,2016-01-06T10:30:00+00:00
Winter,88.2,96,5.63,4.9,2.11,0.7,0.7,4.89,2016-01-06T11:50:00+00:00
Winter,99.7,58,8.37,3,1.79,5.55,0.7,2.6,2016-01-06T14:55:00+00:00
Winter,25,46,1.29,2.3,2.24,9.03,0.7,4.6,2016-01-06T17:55:00+00:00
Winter,44,42,9.19,3.6,2.2,6.59,0.7,6.99,2016-01-06T18:35:00+00:00
Winter,90.1,41,5.17,5.7,0.95,8.31,0.7,4.92,2016-01-06T20:35:00+00:00
Winter,18.2,41,8.23,2.9,3.16,2.56,0.7,4.12,2016-01-06T21:00:00+00:00
Winter,57.2,64,9.92,1.1,0.92,6.5,0.7,4.38,2016-01-06T22:55:00+00:00
Winter,53.9,70,1.7,2,1.87,9.25,0.7,3.68,2016-01-06T23:30:00+00:00
Winter,23.2,71,4.22,5.9,0.35,2.96,0.7,7.96,2016-01-06T23:55:00+00:00
Winter,45.5,83,2.12,4.4,0.95,7.75,0.7,3.27,2016-01-07T01:30:00+00:00
Winter,102.6,85,9.55,2.9,2.04,0.13,0.7,6.37,2016-01-07T01:55:00+00:00
Winter,88.4,84,8.19,1.8,1.29,4.02,0.7,7.41,2016-01-07T02:00:00+00:00
Winter,28.9,90,8.2,1.9,3.49,3.25,0.7,0.07,2016-01-07T03:30:00+00:00
Winter,65.4,93,3.8,1.2,3.96,7.59,0.7,6.77,2016-01-07T03:51:00+00:00
Winter,106.2,91,4.04,1.9,0.94,6.91,0.7,3.55,2016-01-07T04:25:00+00:00
Winter,62.6,94,9.19,4.3,3.04,3.38,0.7,1.59,2016-01-07T04:41:00+00:00
Winter,67.5,92,3,3.6,3.65,7.43,0.7,7.82,2016-01-07T04:46:00+00:00
Winter,56.9,93,9.8,2.7,2.33,0.77,0.7,5.35,2016-01-07T05:55:00+00:00
Winter,109.5,89,6.53,2.5,0.73,8.06,0.7,0.84,2016-01-07T07:35:00+00:00
Winter,25.3,86,4.25,1.3,1.65,3.91,0.7,6.28,2016-01-07T07:55:00+00:00
Winter,52.5,87,2.45,2.3,1.04,8.76,0.7,1.35,2016-01-07T08:05:00+00:00
Winter,24.3,87,8.45,0.8,2.29,8.75,0.7,5.84,2016-01-07T09:35:00+00:00
Winter,62.3,79,6.88,3.2,2.58,2.12,0.7,2.54,2016-01-07T11:25:00+00:00
Winter,55.4,78,1.57,4.4,3.22,3.2,0.7,0.67,2016-01-07T11:30:00+00:00
Winter,26.4,72,1.99,1.4,1.03,7.61,0.7,6.79,2016-01-07T12:35:00+00:00
Winter,10.2,66,0.22,0,2.31,2.36,0.7,7.87,2016-01-07T13:55:00+00:00
Winter,17.4,65,2.83,4.5,0.5,0.83,0.7,3.97,2016-01-07T14:00:00+00:00
Winter,13.8,63,2.37,2.6,3.89,5.06,0.7,6.48,2016-01-07T14:25:00+00:00
Winter,78.6,61,7.95,1.8,1.38,0.7,0.7,6.99,2016-01-07T16:30:00+00:00
Winter,98.9,54,4.5,4.5,3.99,2.1,0.7,1.95,2016-01-07T18:00:00+00:00
Winter,18.8,53,0.52,2.2,0.24,5.78,0.7,2.46,2016-01-07T20:00:00+00:00
Winter,47.2,53,3.06,5.1,3.29,1.41,0.7,5.58,2016-01-07T20:56:00+00:00
Winter,92.5,56,2.28,2.1,0.84,8.54,0.7,4.26,2016-01-07T21:25:00+00:00
Winter,25.3,69,4.62,5.3,0.54,9.55,0.7,2.49,2016-01-07T22:35:00+00:00
Winter,65,71,1.11,0.8,1.13,0.02,0.7,0.52,2016-01-07T22:55:00+00:00
Winter,38.9,75,0.74,3,2.33,1.31,0.7,6.56,2016-01-07T23:05:00+00:00
Winter,75.1,74,6.95,2.4,0.75,9.18,0.7,6.79,2016-01-07T23:30:00+00:00
Winter,85.9,79,4.97,0.4,0.41,1.19,0.7,0.07,2016-01-08T02:55:00+00:00
Winter,109,78,6.32,1.7,3.17,3.47,0.7,3.28,2016-01-08T04:25:00+00:00
Winter,46.5,81,8.46,0,3.02,9.35,0.7,3.21,2016-01-08T04:55:00+00:00
Winter,73.3,80,8.91,2,1.79,8.65,0.7,5.5,2016-01-08T05:05:00+00:00
Winter,12,79,2.71,5,1.64,4.53,0.7,2.15,2016-01-08T06:05:00+00:00
Winter,34.4,84,4.95,5.3,1.11,1.63,0.7,0.58,2016-01-08T08:00:00+00:00
Winter,69,85,9.6,2,3.39,4.17,0.7,0.6,2016-01-08T09:30:00+00:00
Winter,71.1,85,6.36,1.4,2.77,1.01,0.7,4.96,2016-01-08T10:45:00+00:00
Winter,81.2,86,4.17,4.6,2.55,9.82,0.7,4.95,2016-01-08T13:55:00+00:00
Winter,87.2,90,9.79,0.7,1.68,9.22,0.7,1.87,2016-01-08T14:35:00+00:00
Winter,59.6,87,4.63,1.8,1.97,1.09,0.7,2.59,2016-01-08T14:55:00+00:00
Winter,41.9,83,8.5,4.8,3.25,7.91,0.7,1.13,2016-01-08T15:25:00+00:00
Winter,67.3,74,6.82,0.6,3.43,4.28,0.7,3.85,2016-01-08T16:25:00+00:00
Winter,104.1,62,5.13,0.9,0.68,6.66,0.7,2.38,2016-01-08T19:25:00+00:00
Winter,85,73,8.14,4.6,2.12,0.79,0.7,2.94,2016-01-09T00:05:00+00:00
Winter,81.8,74,0.44,3.4,2.69,4.31,0.7,4.96,2016-01-09T00:35:00+00:00
Winter,56.1,79,9.34,2.4,1.34,4.43,0.7,2.8,2016-01-09T01:00:00+00:00
Winter,39.1,87,6.12,4.9,1.16,7.91,0.7,4,2016-01-09T04:31:00+00:00
Winter,97.9,86,0.08,3.8,3.37,3.25,0.7,6.45,2016-01-09T05:01:00+00:00
Winter,100.2,87,0.94,1.3,3.18,2.55,0.7,7.31,2016-01-09T06:05:00+00:00
Winter,25.7,51,1.44,3.5,2,9.85,0.7,7.66,2016-01-09T07:05:00+00:00
Winter,43.9,51,8.31,0.5,2.09,4.22,0.7,4.04,2016-01-09T12:55:00+00:00
Winter,60.1,41,9.56,1.1,1.12,3.84,0.7,3.43,2016-01-09T13:35:00+00:00
Winter,14.5,35,8.49,5.3,2.79,9.62,0.7,3.19,2016-01-09T15:30:00+00:00
Winter,92.7,35,9.86,0.9,2.91,2.31,0.7,3.66,2016-01-09T16:55:00+00:00
Winter,91.7,28,3.17,2.5,1.69,3.91,0.7,0.43,2016-01-09T18:31:00+00:00
Winter,53.8,27,9.12,5.7,0.5,9.71,0.7,2.88,2016-01-09T20:55:00+00:00
Winter,72.7,32,8.86,0.6,0.19,5.75,0.7,2.51,2016-01-09T21:26:00+00:00
